image_path,label
/content/drive/MyDrive/solar_PV_prediction/Canada_prediction/Seattle_test/seattle_pos/map_47.561633_-122.26946724365772_2.png,1
/content/drive/MyDrive/solar_PV_prediction/Canada_prediction/Seattle_test/seattle_neg/map_47.62529257109909_-122.342997_2.png,0
/content/drive/MyDrive/solar_PV_prediction/Canada_prediction/Seattle_test/seattle_neg/map_47.5624511773909_-122.2848945466231_3.png,0
/content/drive/MyDrive/solar_PV_prediction/Canada_prediction/Seattle_test/seattle_neg/map_47.56360951296334_-122.28403624365771_3.png,0
/content/drive/MyDrive/solar_PV_prediction/Canada_prediction/Seattle_test/seattle_neg/map_47.573956_-122.28647769703461_1.png,0
/content/drive/MyDrive/solar_PV_prediction/Canada_prediction/Seattle_test/seattle_neg/map_47.58586084347123_-122.30860287924231_3.png,0
/content/drive/MyDrive/solar_PV_prediction/Canada_prediction/Seattle_test/seattle_pos/map_47.56650523984043_-122.28317794069233_1.png,1
/content/drive/MyDrive/solar_PV_prediction/Canada_prediction/Seattle_test/seattle_neg/map_47.576956_-122.28561939406923_3.png,0
/content/drive/MyDrive/solar_PV_prediction/Canada_prediction/Seattle_test/seattle_neg/map_47.58528192493694_-122.31289439406923_2.png,0
/content/drive/MyDrive/solar_PV_prediction/Canada_prediction/Seattle_test/seattle_neg/map_47.58292316432331_-122.30743369703461_4.png,0
/content/drive/MyDrive/solar_PV_prediction/Canada_prediction/Seattle_test/seattle_neg/map_47.57511408116399_-122.287336_2.png,0
/content/drive/MyDrive/solar_PV_prediction/Canada_prediction/Seattle_test/seattle_neg/map_47.56279135366319_-122.27890857627693_2.png,0
/content/drive/MyDrive/solar_PV_prediction/Canada_prediction/Seattle_test/seattle_neg/map_47.584703_-122.31289439406923_2.png,0
/content/drive/MyDrive/solar_PV_prediction/Canada_prediction/Seattle_test/seattle_neg/map_47.58528192493694_-122.30774457627693_1.png,0
/content/drive/MyDrive/solar_PV_prediction/Canada_prediction/Seattle_test/seattle_neg/map_47.56279135366319_-122.28148348517308_4.png,0
/content/drive/MyDrive/solar_PV_prediction/Canada_prediction/Seattle_test/seattle_neg/map_47.58408104716221_-122.308292_2.png,0
/content/drive/MyDrive/solar_PV_prediction/Canada_prediction/Seattle_test/seattle_neg/map_47.561872_-122.29090266738078_4.png,0
/content/drive/MyDrive/solar_PV_prediction/Canada_prediction/Seattle_test/seattle_neg/map_47.56279135366319_-122.28320009110385_1.png,0
/content/drive/MyDrive/solar_PV_prediction/Canada_prediction/Seattle_test/seattle_neg/map_47.577712374612794_-122.30657539406923_2.png,0
/content/drive/MyDrive/solar_PV_prediction/Canada_prediction/Seattle_test/seattle_neg/map_47.563949681713915_-122.27976687924232_2.png,0
/content/drive/MyDrive/solar_PV_prediction/Canada_prediction/Seattle_test/seattle_neg/map_47.58875534010314_-122.30688627331155_1.png,0
/content/drive/MyDrive/solar_PV_prediction/Canada_prediction/Seattle_test/seattle_neg/map_47.62471408880673_-122.342997_1.png,0
/content/drive/MyDrive/solar_PV_prediction/Canada_prediction/Seattle_test/seattle_neg/map_47.58875534010314_-122.30860287924231_1.png,0
/content/drive/MyDrive/solar_PV_prediction/Canada_prediction/Seattle_test/seattle_neg/map_47.584703_-122.314611_3.png,0
/content/drive/MyDrive/solar_PV_prediction/Canada_prediction/Seattle_test/seattle_neg/map_47.57381410991349_-122.287336_2.png,0
/content/drive/MyDrive/solar_PV_prediction/Canada_prediction/Seattle_test/seattle_neg/map_47.5893342202217_-122.30860287924231_1.png,0
/content/drive/MyDrive/solar_PV_prediction/Canada_prediction/Seattle_test/seattle_neg/map_47.56360951296334_-122.2900443644154_1.png,0
/content/drive/MyDrive/solar_PV_prediction/Canada_prediction/Seattle_test/seattle_neg/map_47.621832047577655_-122.3099583_3.png,0
/content/drive/MyDrive/solar_PV_prediction/Canada_prediction/Seattle_test/seattle_neg/map_47.62471408880673_-122.33956378813846_1.png,0
/content/drive/MyDrive/solar_PV_prediction/Canada_prediction/Seattle_test/seattle_neg/map_47.561633_-122.27204215255387_3.png,0
/content/drive/MyDrive/solar_PV_prediction/Canada_prediction/Seattle_test/seattle_neg/map_47.577712374612794_-122.30657539406923_4.png,0
/content/drive/MyDrive/solar_PV_prediction/Canada_prediction/Seattle_test/seattle_neg/map_47.56940080664152_-122.29433587924231_4.png,0
/content/drive/MyDrive/solar_PV_prediction/Canada_prediction/Seattle_test/seattle_neg/map_47.56510798415228_-122.27118384958848_3.png,0
/content/drive/MyDrive/solar_PV_prediction/Canada_prediction/Seattle_test/seattle_neg/map_47.5633705208901_-122.28320009110385_1.png,0
/content/drive/MyDrive/solar_PV_prediction/Canada_prediction/Seattle_test/seattle_neg/map_47.561633_-122.2806251822077_2.png,0
/content/drive/MyDrive/solar_PV_prediction/Canada_prediction/Seattle_test/seattle_neg/map_47.584703_-122.30602797034616_1.png,0
/content/drive/MyDrive/solar_PV_prediction/Canada_prediction/Seattle_test/seattle_neg/map_47.58586084347123_-122.30688627331155_4.png,0
/content/drive/MyDrive/solar_PV_prediction/Canada_prediction/Seattle_test/seattle_neg/map_47.56708436600668_-122.27287830510772_4.png,0
/content/drive/MyDrive/solar_PV_prediction/Canada_prediction/Seattle_test/seattle_neg/map_47.56279135366319_-122.27719197034617_1.png,0
/content/drive/MyDrive/solar_PV_prediction/Canada_prediction/Seattle_test/seattle_neg/map_47.5653469682988_-122.29691078813846_2.png,0
/content/drive/MyDrive/solar_PV_prediction/Canada_prediction/Seattle_test/seattle_neg/map_47.62182158131685_-122.34042209110385_4.png,0
/content/drive/MyDrive/solar_PV_prediction/Canada_prediction/Seattle_test/seattle_neg/map_47.584703_-122.30602797034616_3.png,0
/content/drive/MyDrive/solar_PV_prediction/Canada_prediction/Seattle_test/seattle_neg/map_47.62066453350756_-122.342997_2.png,0
/content/drive/MyDrive/solar_PV_prediction/Canada_prediction/Seattle_test/seattle_neg/map_47.56221218003316_-122.2754753644154_4.png,0
/content/drive/MyDrive/solar_PV_prediction/Canada_prediction/Seattle_test/seattle_neg/map_47.62124306061317_-122.33870548517308_2.png,0
/content/drive/MyDrive/solar_PV_prediction/Canada_prediction/Seattle_test/seattle_neg/map_47.58701866133186_-122.31203609110385_1.png,0
/content/drive/MyDrive/solar_PV_prediction/Canada_prediction/Seattle_test/seattle_neg/map_47.56882170608731_-122.29261927331154_3.png,0
/content/drive/MyDrive/solar_PV_prediction/Canada_prediction/Seattle_test/seattle_pos/map_47.561872_-122.28832775848463_2.png,1
/content/drive/MyDrive/solar_PV_prediction/Canada_prediction/Seattle_test/seattle_neg/map_47.576956_-122.28476109110385_4.png,0
/content/drive/MyDrive/solar_PV_prediction/Canada_prediction/Seattle_test/seattle_neg/map_47.5893342202217_-122.314611_1.png,0
/content/drive/MyDrive/solar_PV_prediction/Canada_prediction/Seattle_test/seattle_neg/map_47.57381410991349_-122.287336_1.png,0
/content/drive/MyDrive/solar_PV_prediction/Canada_prediction/Seattle_test/seattle_pos/map_47.561872_-122.27287830510772_1.png,1
/content/drive/MyDrive/solar_PV_prediction/Canada_prediction/Seattle_test/seattle_neg/map_47.5624511773909_-122.28231963772694_2.png,0
/content/drive/MyDrive/solar_PV_prediction/Canada_prediction/Seattle_test/seattle_neg/map_47.622400095618616_-122.33870548517308_1.png,0
/content/drive/MyDrive/solar_PV_prediction/Canada_prediction/Seattle_test/seattle_pos/map_47.575396301602105_-122.30571709110384_2.png,1
/content/drive/MyDrive/solar_PV_prediction/Canada_prediction/Seattle_test/seattle_neg/map_47.563949681713915_-122.27633366738078_4.png,0
/content/drive/MyDrive/solar_PV_prediction/Canada_prediction/Seattle_test/seattle_neg/map_47.62125352698979_-122.30824169406924_2.png,0
/content/drive/MyDrive/solar_PV_prediction/Canada_prediction/Seattle_test/seattle_neg/map_47.56279135366319_-122.2754753644154_3.png,0
/content/drive/MyDrive/solar_PV_prediction/Canada_prediction/Seattle_test/seattle_neg/map_47.56882170608731_-122.29261927331154_2.png,0
/content/drive/MyDrive/solar_PV_prediction/Canada_prediction/Seattle_test/seattle_neg/map_47.58643975560287_-122.30774457627693_3.png,0
/content/drive/MyDrive/solar_PV_prediction/Canada_prediction/Seattle_test/seattle_neg/map_47.572656_-122.28561939406923_2.png,0
/content/drive/MyDrive/solar_PV_prediction/Canada_prediction/Seattle_test/seattle_neg/map_47.5624511773909_-122.27287830510772_4.png,0
/content/drive/MyDrive/solar_PV_prediction/Canada_prediction/Seattle_test/seattle_neg/map_47.5633705208901_-122.28148348517308_3.png,0
/content/drive/MyDrive/solar_PV_prediction/Canada_prediction/Seattle_test/seattle_neg/map_47.62355710501644_-122.33870548517308_4.png,0
/content/drive/MyDrive/solar_PV_prediction/Canada_prediction/Seattle_test/seattle_neg/map_47.561633_-122.26946724365772_3.png,0
/content/drive/MyDrive/solar_PV_prediction/Canada_prediction/Seattle_test/seattle_neg/map_47.563949681713915_-122.27290045551925_4.png,0
/content/drive/MyDrive/solar_PV_prediction/Canada_prediction/Seattle_test/seattle_neg/map_47.561633_-122.2703255466231_1.png,0
/content/drive/MyDrive/solar_PV_prediction/Canada_prediction/Seattle_test/seattle_neg/map_47.56476782292339_-122.28060303179618_4.png,0
/content/drive/MyDrive/solar_PV_prediction/Canada_prediction/Seattle_test/seattle_pos/map_47.56708436600668_-122.27287830510772_3.png,1
/content/drive/MyDrive/solar_PV_prediction/Canada_prediction/Seattle_test/seattle_neg/map_47.586396736007856_-122.30485878813846_2.png,0
/content/drive/MyDrive/solar_PV_prediction/Canada_prediction/Seattle_test/seattle_neg/map_47.577535010609765_-122.28647769703461_1.png,0
/content/drive/MyDrive/solar_PV_prediction/Canada_prediction/Seattle_test/seattle_neg/map_47.563949681713915_-122.28148348517308_2.png,0
/content/drive/MyDrive/solar_PV_prediction/Canada_prediction/Seattle_test/seattle_neg/map_47.561633_-122.27805027331155_1.png,0
/content/drive/MyDrive/solar_PV_prediction/Canada_prediction/Seattle_test/seattle_pos/map_47.58176525587358_-122.30400048517308_4.png,1
/content/drive/MyDrive/solar_PV_prediction/Canada_prediction/Seattle_test/seattle_neg/map_47.584703_-122.30602797034616_4.png,0
/content/drive/MyDrive/solar_PV_prediction/Canada_prediction/Seattle_test/seattle_neg/map_47.563949681713915_-122.27633366738078_1.png,0
/content/drive/MyDrive/solar_PV_prediction/Canada_prediction/Seattle_test/seattle_neg/map_47.56279135366319_-122.26946724365772_4.png,0
/content/drive/MyDrive/solar_PV_prediction/Canada_prediction/Seattle_test/seattle_neg/map_47.564528836134635_-122.28320009110385_1.png,0
/content/drive/MyDrive/solar_PV_prediction/Canada_prediction/Seattle_test/seattle_neg/map_47.620675_-122.3099583_2.png,0
/content/drive/MyDrive/solar_PV_prediction/Canada_prediction/Seattle_test/seattle_pos/map_47.58118629204461_-122.308292_2.png,1
/content/drive/MyDrive/solar_PV_prediction/Canada_prediction/Seattle_test/seattle_neg/map_47.58991309393768_-122.31203609110385_1.png,0
/content/drive/MyDrive/solar_PV_prediction/Canada_prediction/Seattle_test/seattle_neg/map_47.5732350581582_-122.28561939406923_2.png,0
/content/drive/MyDrive/solar_PV_prediction/Canada_prediction/Seattle_test/seattle_neg/map_47.58875534010314_-122.30774457627693_1.png,0
/content/drive/MyDrive/solar_PV_prediction/Canada_prediction/Seattle_test/seattle_pos/map_47.574535043783435_-122.28647769703461_2.png,1
