,Ag,Al,Cu,Mg,Ni,Pb,Si,Sn,Ti,Zn,EVA,Glass,Steel
2025,0.0006223305514054752,0.14337704858596842,0.006550847909531315,0.001833866611956908,4.130124205603564e-06,4.271647240630232e-05,0.05321018915194777,0.00017897410892455371,2.574112425733946e-08,2.002334644045421e-08,0.0,0.574744203383408,0.08630433118547624
2026,0.0010583529195386581,0.24383105991357362,0.011140557047775347,0.0031187253758083555,7.023805919837985e-06,7.26448399190785e-05,0.0904907511144771,0.0003043684265128059,4.3776083222069696e-08,3.405226871206804e-08,0.0,0.9774262315501011,0.14677158412470068
2027,0.0017480809312434998,0.402735626661859,0.01840085190782631,0.005151196976536207,1.1601216349056908e-05,0.00011998744187442971,0.14946352351545714,0.0005027251615572171,7.230493242120581e-08,5.624411337863893e-08,0.0,1.6144143654979688,0.2424225442384854
2028,0.002790107534126605,0.6428053107421773,0.029369552990806368,0.008221812409898003,1.8516671946939537e-05,0.00019151165120042803,0.23855835023664423,0.0008023983534092007,1.1540571897859125e-07,8.977108650020059e-08,0.0,2.5767626680613147,0.3869300070911425
2029,0.004289098070856951,0.9881536767018992,0.04514840074586264,0.012638996638988,2.8464788885339622e-05,0.00029440164712773824,0.3667242739829032,0.0012334883826416812,1.7740765923270476e-07,1.3800077209112734e-07,0.0,3.961133272986062,0.5948088834112941
2030,0.0063358402168619465,1.459697050955284,0.06669305491433627,0.018670280297434096,4.2048083584199e-05,0.00043488905242254,0.5417237762381466,0.0018221045946407346,2.62065955027541e-07,2.0385424332306562e-07,0.0,5.851371799087994,0.8786495395082133
2031,0.008986776062981563,2.0704389737951567,0.094597642768227,0.02648198539155064,5.964113647359067e-05,0.0006168480252962124,0.768382739843806,0.002584478994875334,3.71715190243603e-07,2.8914751185759946e-07,0.0,8.299604507023691,1.246279321941783
2032,0.012251144815877964,2.82250804099671,0.12895941911450484,0.036101337762300165,8.13052639568147e-05,0.0008409127404900542,1.0474911307319688,0.0035232686580717563,5.067375212223921e-07,3.94177847104713e-07,0.0,11.314364129857504,1.6989795169189248
2033,0.01609145312608295,3.707266261421296,0.16938371711666267,0.04741785303509288,0.00010679163976326948,0.0011045096723682757,1.3758432116740242,0.004627690988394859,6.65582130692758e-07,5.177389089226292e-07,0.0,14.861024237593988,2.2315505750322586
2034,0.020435307391148686,4.708035069261663,0.21510849885419678,0.06021820372640974,0.00013561982055118835,0.0014026697585662333,1.7472492218251259,0.005876926534733526,8.452546409693401e-07,6.575014493279219e-07,0.0,18.87272678626443,2.8339530061309968
2035,0.025190912782125215,5.803666102733914,0.26516750296973907,0.07423189135022676,0.0001671806058817704,0.0017290922457800348,2.153860566574956,0.007244576307550609,1.0419581918580732e-06,8.105119902093912e-07,0.0,23.26469601526956,3.493456772615477
2036,0.030258815478719205,6.971246465802242,0.31851384714441283,0.08916584811474815,0.00020081396608170854,0.002076950671190737,2.587173796144712,0.008702038691794523,1.2515791284206682e-06,9.73570627120658e-07,0.0,27.945082815500367,4.196269693746909
2037,0.03553677057397483,8.18722023154137,0.374071269199735,0.10471878153049942,0.0002358413483077197,0.002439226993121292,3.038446818688415,0.010219909392475784,1.469888349500695e-06,1.1433876530256057e-06,0.0,32.81946041092014,4.928212522994623
2038,0.04091871521074025,9.42715186583092,0.4307233180077922,0.12057814847701151,0.00027155886172132773,0.002808641107613075,3.4986111019312176,0.011767686122175148,1.6924988341189206e-06,1.316550519193629e-06,0.0,37.789876013891195,5.674576543376241
2039,0.04629063001492252,10.664772754182748,0.4872697896307634,0.1364079597877667,0.0003072098117077728,0.0031773667791772046,3.957917819547993,0.013312578403497085,1.91469446016043e-06,1.4893906777393141e-06,0.0,42.751028712887724,6.419549634144916
2040,0.0515260273283264,11.870941747936174,0.5423792350350146,0.15183548509838704,0.00034195475733386825,0.00353672195524719,4.405552088350449,0.0148182100439755,2.1312433865734367e-06,1.6578384165221203e-06,0.0,47.58610269646827,7.145590582324508
2041,0.05648308428170705,13.012984660730917,0.5945587819127057,0.1664428046648833,0.0003748524848606238,0.0038769719816798324,4.829387841762638,0.016243794645464115,2.33627947021019e-06,1.8173306164124214e-06,0.0,52.16411954517136,7.83303149944428
2042,0.06100475366462293,14.054719811511935,0.642155301732873,0.17976713607189876,0.0004048607435359236,0.004187337212809074,5.215997309358526,0.017544167488852836,2.523306851677135e-06,1.962814318504253e-06,0.0,56.34004062373321,8.46009319688639
2043,0.06492267324866713,14.957358682910396,0.6833965605122854,0.19131235411925998,0.00043086218999090605,0.004456261345529168,5.5509852698214885,0.018670909804184704,2.6853616545714827e-06,2.0888725057167967e-06,0.0,59.958377478908055,9.003427327881196
2044,0.0680652174268932,15.681360916622861,0.7164759729146652,0.20057271717235636,0.0004517178233008215,0.00467196407998695,5.819677478108742,0.01957466431661199,2.815345021117136e-06,2.189983162493882e-06,0.0,62.86062781232441,9.439232982786132
2045,0.07026943993863817,16.189185765406208,0.7396783151435598,0.20706805965632066,0.00046634624340607624,0.0048232608625210244,6.008141786213254,0.020208569817507065,2.9065170926754298e-06,2.2609035293067295e-06,0.0,64.89630500787835,9.744912897150769
2046,0.07139589983868125,16.448707807918616,0.7515357877755919,0.21038748081559355,0.0004738220443117247,0.004900580533117822,6.104455785611177,0.020532524918850138,2.953110248342355e-06,2.29714712489898e-06,0.0,65.93663043691517,9.901129505930323
2047,0.07134454546916957,16.436876413949694,0.7509952154649426,0.21023615116704444,0.0004734812287690766,0.004897055593673286,6.100064910521846,0.020517756075344097,2.9509861051458295e-06,2.295494809534353e-06,0.0,65.88920286626384,9.894007720724456
2048,0.07006917042534545,16.14304621517393,0.7375702150036365,0.20647791094356513,0.00046501714593106614,0.0048095144585897495,5.991018444510668,0.020150974930665394,2.8982334523897612e-06,2.2544599024639456e-06,0.0,64.71134905220582,9.717139672194133
2049,0.06758771254689296,15.571349861846244,0.7114496057567681,0.19916561887949374,0.00044854884106344166,0.0046391883726328124,5.778850099590352,0.019437340172373592,2.7955942433000855e-06,2.174619549671631e-06,0.0,62.41963522205607,9.373012966408744
2050,0.06398604410232696,14.741571233108095,0.6735373063402835,0.18855232102209035,0.0004246462092709544,0.004391971567381171,5.470902082631928,0.018401547539259076,2.6466203663854247e-06,2.0587366722099243e-06,0.0,59.09336744306263,8.873536304756662
